C123Merged_EnvSNO,C123_Plot_SNO,PlotID_New,PSUID,PSU,Cluster,Plot_Pt,Cycle_PlotSNO,Cycle,Cycle_Year,X_NAD83,Y_NAD83,SampDate,Class,Soil_Dep_cm,WD_1_cm,WD_2_cm,WD_3_cm,WD_mean_cm,EDEN_WSE,EDEN_based_elev_cm,CLAJAM_ht_cm,PlotSamp_YN
10331,498,P00279_N,P002,2,79,N,390,C2,Yr1,525510,2862625,9/30/2015,Slough,120,51,49,48,49.3,261,211.7,217,Yes
10332,532,P00325_C,P003,3,25,C,418,C2,Yr1,532921.3,2910615.5,2/25/2016,Ridge,208,49,47,49,48.3,335,286.7,137,Yes
10333,533,P00325_E,P003,3,25,E,419,C2,Yr1,532954.1,2910618.9,2/25/2016,Ridge,203,51,52,52,51.7,335,283.3,134,Yes
10334,534,P00325_N,P003,3,25,N,420,C2,Yr1,532920.7,2910621.4,2/25/2016,Ridge,191,50,50,49,49.7,335,285.3,135,Yes
10335,537,P00326_C,P003,3,26,C,421,C2,Yr1,533020.3,2910490.6,2/25/2016,Ridge,237,54,49,49,50.7,335,284.3,128,Yes
10336,538,P00326_E,P003,3,26,E,422,C2,Yr1,533035.2,2910492.1,2/25/2016,Ridge,205,48,50,50,49.3,335,285.7,148,Yes
10337,539,P00326_N,P003,3,26,N,423,C2,Yr1,533018.4,2910508.5,2/25/2016,Ridge,218,49,51,49,49.7,335,285.3,172,Yes
10338,542,P00327_C,P003,3,27,C,424,C2,Yr1,532791.4,2910609.6,2/25/2016,Ridge,218,48,48,48,48,335,287,162,Yes
10339,543,P00327_E,P003,3,27,E,425,C2,Yr1,532817.3,2910612.3,2/25/2016,Ridge,217,49,52,50,50.3,335,284.7,160,Yes
10340,544,P00327_N,P003,3,27,N,426,C2,Yr1,532790.3,2910620.5,2/25/2016,Ridge,207,49,50,51,50,335,285,155,Yes
10341,547,P00328_C,P003,3,28,C,427,C2,Yr1,532814.6,2910531,2/25/2016,Ridge,218,49,47,47,47.7,335,287.3,191,Yes
10342,548,P00328_E,P003,3,28,E,428,C2,Yr1,532839.5,2910533.6,2/25/2016,Ridge,212,50,48,50,49.3,335,285.7,130,Yes
10343,549,P00328_N,P003,3,28,N,429,C2,Yr1,532813.1,2910544.9,2/25/2016,Ridge,212,52,49,48,49.7,335,285.3,163,Yes
10344,552,P00329_C,P003,3,29,C,430,C2,Yr1,533037.1,2910939.1,2/25/2016,Ridge,234,53,52,54,53,336,283,160,Yes
10345,553,P00329_E,P003,3,29,E,431,C2,Yr1,533062,2910941.8,2/25/2016,Ridge,198,49,49,48,48.7,336,287.3,168,Yes
10346,554,P00329_N,P003,3,29,N,432,C2,Yr1,533034.2,2910967,2/25/2016,Ridge,214,49,49,49,49,336,287,138,Yes
10347,557,P00330_C,P003,3,30,C,433,C2,Yr1,532997.5,2910846,2/25/2016,Ridge,220,52,46,51,49.7,336,286.3,138,Yes
10348,558,P00330_E,P003,3,30,E,434,C2,Yr1,533025.3,2910848.9,2/25/2016,Ridge,217,50,54,53,52.3,336,283.7,133,Yes
10349,559,P00330_N,P003,3,30,N,435,C2,Yr1,532996.9,2910851,2/25/2016,Ridge,219,48,48,48,48,336,288,147,Yes
10350,562,P00331_C,P003,3,31,C,436,C2,Yr1,532942.3,2910947.8,2/25/2016,Ridge,237,51,51,52,51.3,336,284.7,141,Yes
10351,563,P00331_E,P003,3,31,E,437,C2,Yr1,532949.3,2910948.5,2/25/2016,Ridge,219,50,47,50,49,336,287,132,Yes
10352,564,P00331_N,P003,3,31,N,438,C2,Yr1,532940.8,2910961.7,2/25/2016,Ridge,198,49,50,51,50,336,286,155,Yes
10353,567,P00332_C,P003,3,32,C,439,C2,Yr1,532935.4,2910902.3,2/25/2016,Ridge,204,48,51,49,49.3,336,286.7,135,Yes
10354,568,P00332_E,P003,3,32,E,440,C2,Yr1,532952.3,2910904.1,2/25/2016,Ridge,219,49,54,50,51,336,285,147,Yes
10355,569,P00332_N,P003,3,32,N,441,C2,Yr1,532934.6,2910910.3,2/25/2016,Ridge,204,51,50,49,50,336,286,135,Yes
10356,578,P00337_C,P003,3,37,C,448,C2,Yr1,532035,2911760.6,2/23/2016,Ridge,187,43,41,41,41.7,336,294.3,134,Yes
10357,579,P00337_E,P003,3,37,E,449,C2,Yr1,532046.9,2911761.8,2/23/2016,Ridge,209,48,40,45,44.3,336,291.7,139,Yes
10358,580,P00337_N,P003,3,37,N,450,C2,Yr1,532033.4,2911775.5,2/23/2016,Ridge,196,41,40,39,40,336,296,161,Yes
10359,583,P00338_C,P003,3,38,C,451,C2,Yr1,532048.5,2911574.6,2/23/2016,Ridge,162,44,46,45,45,336,291,154,Yes
10360,584,P00338_E,P003,3,38,E,452,C2,Yr1,532061.4,2911575.9,2/23/2016,Ridge,178,45,44,42,43.7,336,292.3,150,Yes
10361,585,P00338_N,P003,3,38,N,453,C2,Yr1,532047.1,2911587.5,2/23/2016,Ridge,134,45,43,44,44,336,292,172,Yes
10362,588,P00339_C,P003,3,39,C,454,C2,Yr1,531966.3,2911708.4,2/23/2016,Ridge,179,42,45,42,43,336,293,156,Yes
10363,589,P00339_E,P003,3,39,E,455,C2,Yr1,531975.2,2911709.3,2/23/2016,Ridge,185,58,47,48,51,336,285,192,Yes
10364,590,P00339_N,P003,3,39,N,456,C2,Yr1,531964.9,2911721.3,2/23/2016,Ridge,191,40,43,42,41.7,336,294.3,173,Yes
10365,593,P00340_C,P003,3,40,C,457,C2,Yr1,531892.6,2911622.9,2/23/2016,Ridge,182,43,41,41,41.7,336,294.3,126,Yes
10366,594,P00340_E,P003,3,40,E,458,C2,Yr1,531915.5,2911625.3,2/23/2016,Ridge,137,43,43,43,43,336,293,132,Yes
10367,595,P00340_N,P003,3,40,N,459,C2,Yr1,531891.5,2911633.9,2/23/2016,Ridge,184,45,43,39,42.3,336,293.7,128,Yes
10368,598,P00345_C,P003,3,45,C,460,C2,Yr1,532945.5,2911659.9,2/23/2016,Ridge,222,44,43,44,43.7,336,292.3,175,Yes
10369,599,P00345_E,P003,3,45,E,461,C2,Yr1,532968.3,2911662.3,2/23/2016,Ridge,224,42,44,43,43,336,293,105,Yes
10370,600,P00345_N,P003,3,45,N,462,C2,Yr1,532943.5,2911678.8,2/23/2016,Ridge,173,48,45,45,46,336,290,143,Yes
10371,603,P00346_C,P003,3,46,C,463,C2,Yr1,532910,2911497,2/23/2016,Ridge,210,45,43,48,45.3,336,290.7,163,Yes
10372,604,P00346_E,P003,3,46,E,464,C2,Yr1,532919.9,2911498,2/23/2016,Ridge,225,54,49,49,50.7,336,285.3,136,Yes
10373,605,P00346_N,P003,3,46,N,465,C2,Yr1,532909,2911505.9,2/23/2016,Ridge,206,45,48,55,49.3,336,286.7,164,Yes
10374,608,P00347_C,P003,3,47,C,466,C2,Yr1,532755.9,2911624,2/23/2016,Ridge,216,44,45,47,45.3,336,290.7,135,Yes
10375,609,P00347_E,P003,3,47,E,467,C2,Yr1,532768.9,2911625.3,2/23/2016,Ridge,202,44,46,44,44.7,336,291.3,152,Yes
10376,610,P00347_N,P003,3,47,N,468,C2,Yr1,532753.6,2911645.8,2/23/2016,Ridge,221,44,45,44,44.3,336,291.7,166,Yes
10377,613,P00348_C,P003,3,48,C,469,C2,Yr1,532897.9,2911518,2/23/2016,Ridge,181,47,48,45,46.7,336,289.3,152,Yes
10378,614,P00348_E,P003,3,48,E,470,C2,Yr1,532924.8,2911520.8,2/23/2016,Ridge,221,42,43,43,42.7,336,293.3,153,Yes
10379,615,P00348_N,P003,3,48,N,471,C2,Yr1,532894.9,2911546.9,2/23/2016,Ridge,220,43,43,43,43,336,293,136,Yes
10380,627,P00401_C,P004,4,1,C,481,C2,Yr1,530534,2869867.1,10/12/2015,Slough,102,66,68,68,67.3,268,200.7,0,Yes
10381,628,P00401_E,P004,4,1,E,482,C2,Yr1,530554.9,2869871.5,10/12/2015,Ridge,131,36,38,36,36.7,268,231.3,190,Yes
10382,629,P00401_N,P004,4,1,N,483,C2,Yr1,530531.5,2869878.8,10/12/2015,Slough,98,70,71,71,70.7,268,197.3,0,Yes
10383,632,P00402_C,P004,4,2,C,484,C2,Yr1,530555.7,2869746,10/12/2015,Ridge,122,42,40,42,41.3,268,226.7,235,Yes
10384,633,P00402_E,P004,4,2,E,485,C2,Yr1,530571.4,2869749.4,10/12/2015,Ridge,147,38,36,35,36.3,268,231.7,207,Yes
10385,634,P00402_N,P004,4,2,N,486,C2,Yr1,530549.9,2869772.8,10/12/2015,Ridge,126,43,44,40,42.3,268,225.7,167,Yes
10386,637,P00403_C,P004,4,3,C,487,C2,Yr1,530484.5,2869787.9,10/12/2015,Slough,99,66,67,66,66.3,268,201.7,0,Yes
10387,638,P00403_E,P004,4,3,E,488,C2,Yr1,530508.7,2869793.1,10/12/2015,Slough,101,66,67,68,67,268,201,0,Yes
10388,639,P00403_N,P004,4,3,N,489,C2,Yr1,530477.6,2869820.2,10/12/2015,Slough,104,66,68,69,67.7,268,200.3,0,Yes
10389,642,P00404_C,P004,4,4,C,490,C2,Yr1,530516.8,2869706.1,10/12/2015,Slough,111,70,69,70,69.7,268,198.3,0,Yes
10390,643,P00404_E,P004,4,4,E,491,C2,Yr1,530539.3,2869710.9,10/12/2015,Slough,119,62,61,60,61,268,207,0,Yes
10391,644,P00404_N,P004,4,4,N,492,C2,Yr1,530511.3,2869731.4,10/12/2015,Slough,103,70,69,69,69.3,268,198.7,0,Yes
10392,647,P00405_C,P004,4,5,C,493,C2,Yr1,530726.6,2870337.8,10/12/2015,Ridge,113,48,48,47,47.7,268,220.3,163,Yes
10393,648,P00405_E,P004,4,5,E,494,C2,Yr1,530750,2870342.8,10/12/2015,Slough,127,45,48,48,47,268,221,0,Yes
10394,649,P00405_N,P004,4,5,N,495,C2,Yr1,530722.7,2870355.5,10/12/2015,Ridge,117,46,47,50,47.7,268,220.3,166,Yes
10395,652,P00407_C,P004,4,7,C,496,C2,Yr1,530649.3,2870386.3,10/12/2015,Ridge,120,52,48,47,49,268,219,193,Yes
10396,653,P00407_E,P004,4,7,E,497,C2,Yr1,530662.6,2870389.2,10/12/2015,Ridge,117,55,51,52,52.7,268,215.3,219,Yes
10397,654,P00407_N,P004,4,7,N,498,C2,Yr1,530645.4,2870404.7,10/12/2015,Transition ,121,66,59,62,62.3,269,206.7,219,Yes
10398,657,P00408_C,P004,4,8,C,499,C2,Yr1,530654.7,2870254.6,10/12/2015,Ridge,131,52,47,48,49,268,219,187,Yes
10399,658,P00408_E,P004,4,8,E,500,C2,Yr1,530661.7,2870256.1,10/12/2015,Ridge,129,43,44,43,43.3,268,224.7,192,Yes
10400,659,P00408_N,P004,4,8,N,501,C2,Yr1,530650.1,2870275.7,10/12/2015,Ridge,136,46,46,45,45.7,268,222.3,200,Yes
10401,662,P00409_C,P004,4,9,C,502,C2,Yr1,531744.2,2870154.2,10/12/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10402,663,P00409_E,P004,4,9,E,503,C2,Yr1,531773.1,2870160.4,10/12/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10403,664,P00409_N,P004,4,9,N,504,C2,Yr1,531737.3,2870186.2,10/12/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10404,667,P00410_C,P004,4,10,C,505,C2,Yr1,531724.6,2870004.6,10/12/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10405,668,P00410_E,P004,4,10,E,506,C2,Yr1,531733.8,2870006.6,10/12/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10406,669,P00410_N,P004,4,10,N,507,C2,Yr1,531722.2,2870015.6,10/12/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10407,672,P00411_C,P004,4,11,C,508,C2,Yr1,531512.2,2870039.6,10/12/2015,Slough,111,72,72,72,72,268,196,0,Yes
10408,673,P00411_E,P004,4,11,E,509,C2,Yr1,531526.3,2870042.6,10/12/2015,Slough,113,73,72,74,73,268,195,0,Yes
10409,674,P00411_N,P004,4,11,N,510,C2,Yr1,531508.4,2870057.4,10/12/2015,Slough,132,67,66,64,65.7,268,202.3,0,Yes
10410,677,P00413_C,P004,4,13,C,511,C2,Yr1,531937.4,2870161.3,10/12/2015,Slough,119,61,63,62,62,268,206,0,Yes
10411,678,P00413_E,P004,4,13,E,512,C2,Yr1,531954.2,2870164.9,10/12/2015,Slough,117,62,63,62,62.3,268,205.7,0,Yes
10412,679,P00413_N,P004,4,13,N,513,C2,Yr1,531932,2870186.4,10/12/2015,Slough,133,63,63,60,62,268,206,0,Yes
10413,682,P00415_C,P004,4,15,C,514,C2,Yr1,531821.3,2870171,10/12/2015,Slough,129,61,61,60,60.7,268,207.3,0,Yes
10414,683,P00415_E,P004,4,15,E,515,C2,Yr1,531826.6,2870172.1,10/12/2015,Slough,134,64,63,64,63.7,268,204.3,0,Yes
10415,684,P00415_N,P004,4,15,N,516,C2,Yr1,531819.9,2870177.4,10/12/2015,Slough,97,70,70,71,70.3,268,197.7,0,Yes
10416,687,P00416_C,P004,4,16,C,517,C2,Yr1,531807.7,2869977.1,10/12/2015,Slough,133,44,42,42,42.7,268,225.3,0,Yes
10417,688,P00416_E,P004,4,16,E,518,C2,Yr1,531814.4,2869978.6,10/12/2015,Slough,122,37,36,42,38.3,268,229.7,150,Yes
10418,689,P00416_N,P004,4,16,N,519,C2,Yr1,531805.4,2869988.1,10/12/2015,Transition ,129,40,42,41,41,268,227,200,Yes
10419,692,P00417_C,P004,4,17,C,520,C2,Yr1,530476.5,2870676.1,10/12/2015,Ridge,118,44,46,43,44.3,269,224.7,227,Yes
10420,693,P00417_E,P004,4,17,E,521,C2,Yr1,530487.5,2870678.5,10/12/2015,Ridge,106,56,52,55,54.3,269,214.7,207,Yes
10421,694,P00417_N,P004,4,17,N,522,C2,Yr1,530470.8,2870702.1,10/12/2015,Slough,107,65,64,65,64.7,269,204.3,0,Yes
10422,697,P00418_C,P004,4,18,C,523,C2,Yr1,530497.7,2870575.4,10/12/2015,Ridge,116,52,47,50,49.7,269,219.3,168,Yes
10423,698,P00418_E,P004,4,18,E,524,C2,Yr1,530514.3,2870578.9,10/12/2015,Ridge,112,50,47,50,49,269,220,195,Yes
10424,699,P00418_N,P004,4,18,N,525,C2,Yr1,530493.8,2870593.4,10/12/2015,Slough,113,48,47,45,46.7,269,222.3,125,Yes
10425,702,P00420_C,P004,4,20,C,526,C2,Yr1,530298.5,2870589.3,10/12/2015,Transition ,118,47,48,43,46,269,223,157,Yes
10426,703,P00420_E,P004,4,20,E,527,C2,Yr1,530307.5,2870591.2,10/12/2015,Ridge,134,43,41,42,42,269,227,212,Yes
10427,704,P00420_N,P004,4,20,N,528,C2,Yr1,530296.9,2870596.4,10/12/2015,Transition ,120,45,45,46,45.3,269,223.7,172,Yes
10428,707,P00422_C,P004,4,22,C,529,C2,Yr1,530713.7,2870691,10/12/2015,Ridge,109,52,60,53,55,269,214,193,Yes
10429,708,P00422_E,P004,4,22,E,530,C2,Yr1,530733,2870695.2,10/12/2015,Slough,111,61,60,63,61.3,269,207.7,0,Yes
10430,709,P00422_N,P004,4,22,N,531,C2,Yr1,530708.7,2870714.2,10/12/2015,Slough,110,64,63,62,63,269,206,0,Yes
10431,712,P00423_C,P004,4,23,C,532,C2,Yr1,530558,2870905.5,10/12/2015,Slough,103,63,63,63,63,269,206,0,Yes
10432,713,P00423_E,P004,4,23,E,533,C2,Yr1,530588.1,2870912,10/12/2015,Slough,110,50,52,53,51.7,269,217.3,114,Yes
10433,714,P00423_N,P004,4,23,N,534,C2,Yr1,530551.3,2870936.5,10/12/2015,Slough,113,64,64,62,63.3,269,205.7,0,Yes
10434,717,P00424_C,P004,4,24,C,535,C2,Yr1,530608.6,2870680.8,10/12/2015,Slough,106,69,65,67,67,269,202,0,Yes
10435,718,P00424_E,P004,4,24,E,536,C2,Yr1,530636.1,2870686.7,10/12/2015,Ridge,136,43,42,40,41.7,269,227.3,212,Yes
10436,719,P00424_N,P004,4,24,N,537,C2,Yr1,530607.4,2870686.3,10/12/2015,Slough,101,68,66,68,67.3,269,201.7,0,Yes
10437,722,P00425_C,P004,4,25,C,538,C2,Yr1,531336,2871291.7,10/12/2015,Slough,100,63,62,62,62.3,270,207.7,0,Yes
10438,723,P00425_E,P004,4,25,E,539,C2,Yr1,531344.1,2871293.4,10/12/2015,Slough,100,59,62,62,61,270,209,0,Yes
10439,724,P00425_N,P004,4,25,N,540,C2,Yr1,531329.9,2871320.1,10/12/2015,Slough,114,66,65,64,65,270,205,0,Yes
10440,727,P00426_C,P004,4,26,C,541,C2,Yr1,531376.1,2871256.3,10/12/2015,Slough,105,60,60,58,59.3,270,210.7,0,Yes
10441,728,P00426_E,P004,4,26,E,542,C2,Yr1,531383.9,2871258,10/12/2015,Slough,137,55,55,58,56,270,214,120,Yes
10442,729,P00426_N,P004,4,26,N,543,C2,Yr1,531370.8,2871281,10/12/2015,Slough,106,58,57,58,57.7,270,212.3,0,Yes
10443,732,P00428_C,P004,4,28,C,544,C2,Yr1,531221,2871248.2,10/12/2015,Ridge,126,45,43,38,42,270,228,161,Yes
10444,733,P00428_E,P004,4,28,E,545,C2,Yr1,531249.5,2871254.3,10/12/2015,Ridge,120,51,50,50,50.3,270,219.7,186,Yes
10445,734,P00428_N,P004,4,28,N,546,C2,Yr1,531219.4,2871255.7,10/12/2015,Ridge,138,55,54,52,53.7,270,216.3,186,Yes
10446,737,P00433_C,P004,4,33,C,547,C2,Yr1,529991.7,2872515.6,11/13/2015,Ridge,110,37,40,38,38.3,263,224.7,0,Yes
10447,738,P00433_E,P004,4,33,E,548,C2,Yr1,530014.6,2872520.5,11/13/2015,Ridge,118,31,28,30,29.7,263,233.3,190,Yes
10448,739,P00433_N,P004,4,33,N,549,C2,Yr1,529988.2,2872531.5,11/13/2015,Ridge,117,37,35,36,36,263,227,165,Yes
10449,742,P00434_C,P004,4,34,C,550,C2,Yr1,530059.9,2872437.1,11/13/2015,Ridge,133,29,26,31,28.7,263,234.3,169,Yes
10450,743,P00434_E,P004,4,34,E,551,C2,Yr1,566532.6,2942344.7,11/13/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10451,744,P00434_N,P004,4,34,N,552,C2,Yr1,530055.6,2872457.3,11/13/2015,Ridge,135,31,31,33,31.7,263,231.3,186,Yes
10452,747,P00435_C,P004,4,35,C,553,C2,Yr1,529893.8,2872415.7,11/13/2015,Slough,100,43,41,44,42.7,263,220.3,0,Yes
10453,748,P00435_E,P004,4,35,E,554,C2,Yr1,529915.2,2872420.2,11/13/2015,XXXXXX,NA,NA,NA,NA,NA,#N/A,,NA,No
10454,749,P00435_N,P004,4,35,N,555,C2,Yr1,529889.4,2872436.3,11/13/2015,Ridge,110,0,0,0,0,263,263,173,Yes
10455,752,P00441_C,P004,4,41,C,556,C2,Yr1,531130,2872888.1,11/13/2015,Ridge,112,40,36,38,38,264,226,166,Yes
10456,753,P00441_E,P004,4,41,E,557,C2,Yr1,531144.7,2872891.2,11/13/2015,Ridge,110,39,40,38,39,264,225,216,Yes
10457,754,P00441_N,P004,4,41,N,558,C2,Yr1,531126.8,2872902.7,11/13/2015,Ridge,113,38,40,40,39.3,264,224.7,206,Yes
10458,757,P00442_C,P004,4,42,C,559,C2,Yr1,531122.2,2872781.8,11/13/2015,Ridge,115,32,37,35,34.7,264,229.3,173,Yes
10459,758,P00442_E,P004,4,42,E,560,C2,Yr1,531130.7,2872783.6,11/13/2015,Ridge,117,32,30,31,31,264,233,216,Yes
10460,759,P00442_N,P004,4,42,N,561,C2,Yr1,531120.3,2872790.8,11/13/2015,Ridge,100,37,40,38,38.3,264,225.7,207,Yes
10461,762,P00443_C,P004,4,43,C,562,C2,Yr1,530958.9,2872835.6,11/13/2015,Slough,119,55,55,52,54,264,210,0,Yes
10462,763,P00443_E,P004,4,43,E,563,C2,Yr1,530982.8,2872840.8,11/13/2015,Slough,113,44,41,44,43,264,221,119,Yes
10463,764,P00443_N,P004,4,43,N,564,C2,Yr1,530952.4,2872865.7,11/13/2015,Slough,123,47,47,45,46.3,264,217.7,0,Yes
10464,767,P00445_C,P004,4,45,C,565,C2,Yr1,531421.4,2872824.6,11/2/2015,Ridge,115,49,42,45,45.3,270,224.7,175,Yes
10465,768,P00445_E,P004,4,45,E,566,C2,Yr1,531435.3,2872827.5,11/2/2015,Ridge,119,40,36,36,37.3,270,232.7,176,Yes
10466,769,P00445_N,P004,4,45,N,567,C2,Yr1,531415,2872854.3,11/2/2015,Ridge,124,47,49,45,47,270,223,139,Yes
10467,772,P00447_C,P004,4,47,C,568,C2,Yr1,531321.7,2872687,11/2/2015,Ridge,111,38,45,53,45.3,269,223.7,170,Yes
10468,773,P00447_E,P004,4,47,E,569,C2,Yr1,531340.3,2872691,11/2/2015,Slough,103,61,64,61,62,269,207,0,Yes
10469,774,P00447_N,P004,4,47,N,570,C2,Yr1,531314.8,2872718.5,11/2/2015,Ridge,104,50,51,53,51.3,269,217.7,140,Yes
10470,777,P00448_C,P004,4,48,C,571,C2,Yr1,531301.8,2872618.3,11/2/2015,Ridge,115,38,45,46,43,269,226,NA,Yes
10471,778,P00448_E,P004,4,48,E,572,C2,Yr1,531332.4,2872624.8,11/2/2015,Slough,94,61,63,61,61.7,269,207.3,185,Yes
10472,779,P00448_N,P004,4,48,N,573,C2,Yr1,531296,2872645.4,11/2/2015,Ridge,104,45,48,51,48,269,221,154,Yes
10473,782,P00449_C,P004,4,49,C,574,C2,Yr1,529932.2,2873138.9,11/13/2015,Ridge,109,38,41,40,39.7,263,223.3,200,Yes
10474,783,P00449_E,P004,4,49,E,575,C2,Yr1,529961.5,2873145.2,11/13/2015,Slough,130,38,42,38,39.3,263,223.7,0,Yes
10475,784,P00449_N,P004,4,49,N,576,C2,Yr1,529929.4,2873152,11/13/2015,Slough,109,42,42,45,43,263,220,0,Yes
10476,787,P00450_C,P004,4,50,C,577,C2,Yr1,530003.7,2872973,11/13/2015,Slough,104,47,50,47,48,264,216,109,Yes
10477,788,P00450_E,P004,4,50,E,578,C2,Yr1,530021.9,2872976.9,11/13/2015,Ridge,113,46,43,44,44.3,264,219.7,180,Yes
10478,789,P00450_N,P004,4,50,N,579,C2,Yr1,530000.8,2872986.3,11/13/2015,Slough,97,48,47,48,47.7,264,216.3,0,Yes
10479,792,P00452_C,P004,4,52,C,580,C2,Yr1,529819.6,2872931.6,11/13/2015,Ridge,112,36,35,35,35.3,263,227.7,209,Yes
10480,793,P00452_E,P004,4,52,E,581,C2,Yr1,529840.5,2872936,11/13/2015,Slough,107,5,3,7,5,263,258,0,Yes
10481,794,P00452_N,P004,4,52,N,582,C2,Yr1,529812.8,2872962.7,11/13/2015,Ridge,123,33,34,32,33,263,230,186,Yes
10482,797,P00454_C,P004,4,54,C,583,C2,Yr1,530206.8,2873006.6,11/13/2015,Slough,116,40,40,41,40.3,264,223.7,0,Yes
10483,798,P00454_E,P004,4,54,E,584,C2,Yr1,530214.1,2873008.2,11/13/2015,Ridge,118,38,41,42,40.3,264,223.7,152,Yes
10484,799,P00454_N,P004,4,54,N,585,C2,Yr1,530203.7,2873021,11/13/2015,Slough,111,50,48,48,48.7,264,215.3,0,Yes
10485,802,P00455_C,P004,4,55,C,586,C2,Yr1,530058.2,2873179.1,11/13/2015,Ridge,119,47,39,35,40.3,264,223.7,196,Yes
10486,803,P00455_E,P004,4,55,E,587,C2,Yr1,530070.7,2873181.7,11/13/2015,Ridge,112,34,33,29,32,264,232,170,Yes
10487,804,P00455_N,P004,4,55,N,588,C2,Yr1,530055.9,2873189.9,11/13/2015,Ridge,111,42,40,38,40,264,224,191,Yes
10488,807,P00456_C,P004,4,56,C,589,C2,Yr1,530106.7,2873020.8,11/13/2015,Ridge,134,24,27,31,27.3,264,236.7,188,Yes
10489,808,P00456_E,P004,4,56,E,590,C2,Yr1,530117.8,2873023.2,11/13/2015,Ridge,135,37,33,30,33.3,264,230.7,173,Yes
10490,809,P00456_N,P004,4,56,N,591,C2,Yr1,530105.1,2873028.2,11/13/2015,Ridge,138,32,33,31,32,264,232,160,Yes
10491,812,P00457_C,P004,4,57,C,592,C2,Yr1,530988.2,2873594.3,11/13/2015,Ridge,136,36,36,38,36.7,264,227.3,139,Yes
10492,813,P00457_E,P004,4,57,E,593,C2,Yr1,531015.5,2873600.2,11/13/2015,Slough,104,57,54,55,55.3,264,208.7,0,Yes
10493,814,P00457_N,P004,4,57,N,594,C2,Yr1,530983.9,2873614.3,11/13/2015,Slough,130,43,44,44,43.7,265,221.3,0,Yes
10494,817,P00458_C,P004,4,58,C,595,C2,Yr1,530993.5,2873469.2,11/2/2015,Slough,97,57,60,58,58.3,270,211.7,0,Yes
10495,818,P00458_E,P004,4,58,E,596,C2,Yr1,531001.1,2873470.8,11/2/2015,Slough,94,60,59,59,59.3,270,210.7,0,Yes
10496,819,P00458_N,P004,4,58,N,597,C2,Yr1,530987.8,2873495.4,11/2/2015,Slough,98,59,62,61,60.7,270,209.3,0,Yes
10497,822,P00460_C,P004,4,60,C,598,C2,Yr1,530896.3,2873508.8,11/13/2015,Ridge,120,30,36,34,33.3,264,230.7,230,Yes
10498,823,P00460_E,P004,4,60,E,599,C2,Yr1,530906.2,2873511,11/13/2015,Ridge,119,30,31,29,30,264,234,225,Yes
10499,824,P00460_N,P004,4,60,N,600,C2,Yr1,530893,2873523.9,11/13/2015,Ridge,129,21,26,27,24.7,264,239.3,236,Yes
10500,827,P00462_C,P004,4,62,C,601,C2,Yr1,531153.1,2873706.6,11/2/2015,Ridge,117,39,38,42,39.7,270,230.3,151,Yes
10501,828,P00462_E,P004,4,62,E,602,C2,Yr1,531181.3,2873712.6,11/2/2015,Ridge,129,37,42,43,40.7,270,229.3,156,Yes
10502,829,P00462_N,P004,4,62,N,603,C2,Yr1,531151,2873716.2,11/2/2015,Ridge,112,42,42,44,42.7,270,227.3,134,Yes
10503,832,P00463_C,P004,4,63,C,604,C2,Yr1,531021.8,2873770.5,11/13/2015,Ridge,106,38,35,36,36.3,265,228.7,168,Yes
10504,833,P00463_E,P004,4,63,E,605,C2,Yr1,531054.8,2873777.5,11/13/2015,Ridge,113,24,30,30,28,265,237,175,Yes
10505,834,P00463_N,P004,4,63,N,606,C2,Yr1,531015.7,2873798.6,11/13/2015,Ridge,118,43,40,38,40.3,265,224.7,194,Yes
10506,837,P00464_C,P004,4,64,C,607,C2,Yr1,531077.3,2873585.7,11/2/2015,Slough,115,45,43,44,44,270,226,0,Yes
10507,838,P00464_E,P004,4,64,E,608,C2,Yr1,531095.7,2873589.6,11/2/2015,Slough,111,59,56,55,56.7,270,213.3,0,Yes
10508,839,P00464_N,P004,4,64,N,609,C2,Yr1,531074.1,2873600.4,11/2/2015,Ridge,132,42,46,47,45,270,225,159,Yes
10509,848,P00626_C,P006,6,26,C,610,C2,Yr1,518545,2814583.1,11/23/2015,Ridge,41,52,54,53,53,40,-13,174,Yes
10510,849,P00626_E,P006,6,26,E,611,C2,Yr1,518558.2,2814572.4,11/23/2015,Slough,24,52,51,52,51.7,40,-11.7,0,Yes
10511,850,P00626_N,P006,6,26,N,612,C2,Yr1,518552.6,2814592.5,11/23/2015,Slough,33,52,49,52,51,40,-11,167,Yes
10512,851,P00627_C,P006,6,27,C,613,C2,Yr1,518708,2814582.1,11/23/2015,Slough,66,50,53,52,51.7,40,-11.7,163,Yes
10513,852,P00627_E,P006,6,27,E,614,C2,Yr1,518722.8,2814570.2,11/23/2015,Ridge,84,44,44,45,44.3,40,-4.3,190,Yes
