PSU_CY,PSU_CY_YR,PSU_ID,PSU,PLOT,CLUS,POINT,EAST_UTM_NAD83,NORTH_UTM_NAD83,SampDate,WD1,WD2,WD3,WD_MN,CLAJAM_HT,HABITAT_L2,DATASHEET,EDENWSE,SOILDEP,GR_ELEV,BR_ELEV,SOILDEP_corr,MAP_CLASS,MAP_CLASS_corr,OBSERVER
C2,5,P067,P067,25_E,25,E,524455.2477,2905884.98,9/4/2020,0,0,0,0,0,Ridge,NA,NA,NA,NA,NA,26,MFGx,MFGa-MFGx,"Castaneda, Pulido"
C2,5,P067,P067,25_N,25,N,524450.2859,2905898.011,9/4/2020,3,5,8,5.333333333,0,Transition,NA,NA,NA,NA,NA,10,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,26_C,26,C,524932.9172,2905340.595,9/4/2020,19,18,16,17.66666667,0,Slough,NA,NA,NA,NA,NA,57,MFO,MFO,"Castaneda, Pulido"
C2,5,P067,P067,26_E,26,E,524947.8702,2905340.595,9/4/2020,14,10,15,13,0,Slough,NA,NA,NA,NA,NA,95,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,26_N,26,N,524932.9172,2905372.924,9/4/2020,13,18,17,16,0,Slough,NA,NA,NA,NA,NA,28,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,27_C,27,C,524981.4467,2905369.512,9/4/2020,19,20,21,20,0,Slough,NA,NA,NA,NA,NA,18,MFO,MFO,"Castaneda, Pulido"
C2,5,P067,P067,27_E,27,E,524997.9479,2905369.512,9/4/2020,17,18,16,17,0,Slough,NA,NA,NA,NA,NA,29,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,27_N,27,N,524981.4467,2905375.941,9/4/2020,18,18,18,18,0,Slough,NA,NA,NA,NA,NA,23,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,28_C,28,C,525016.5136,2905230.842,9/4/2020,19,19,18,18.66666667,0,Slough,NA,NA,NA,NA,NA,23,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,28_E,28,E,525033.6478,2905230.842,9/4/2020,19,18,17,18,115,Slough,NA,NA,NA,NA,NA,28,MFGc,MFO,"Castaneda, Pulido"
C2,5,P067,P067,28_N,28,N,525016.5136,2905250.021,9/4/2020,18,15,18,17,0,Slough,NA,NA,NA,NA,NA,12,MFO,MFO,"Castaneda, Pulido"
C2,5,P067,P067,29_C,29,C,524891.0383,2905461.069,9/4/2020,28,25,20,24.33333333,0,Slough,NA,NA,NA,NA,NA,59,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,29_E,29,E,524902.945,2905461.069,9/4/2020,23,20,22,21.66666667,0,Slough,NA,NA,NA,NA,NA,31,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,29_N,29,N,524891.0383,2905476.956,9/4/2020,26,24,18,22.66666667,0,Slough,NA,NA,NA,NA,NA,77,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,30_C,30,C,524843.7656,2905273.664,9/30/2019,18,18,18,18,0,Slough,NA,NA,NA,NA,NA,164,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,30_E,30,E,524864.7595,2905273.664,9/4/2020,24,23,24,23.66666667,0,Slough,NA,NA,NA,NA,NA,48,MFBp,MFBp,"Castaneda, Pulido"
C2,5,P067,P067,30_N,30,N,524843.7656,2905302.191,9/4/2020,26,25,27,26,134,Slough,NA,NA,NA,NA,NA,40,MFGc,MFGc,"Castaneda, Pulido"
C2,5,P067,P067,31_C,31,C,525581.4001,2906002.246,9/5/2020,20,20,22,20.66666667,0,Ridge,NA,NA,NA,NA,NA,88,MFGx,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,31_E,31,E,525615.2007,2906002.246,9/5/2020,NA,NA,NA,NA,NA,XXXXXX,Tall dense TYPDOM; SALCAR,NA,NA,NA,NA,NA,XXXXXX,XXXXXX,"Castaneda, Pulido"
C2,5,P067,P067,31_N,31,N,525581.4001,2906028.601,9/5/2020,NA,NA,NA,NA,NA,XXXXXX,Tall dense TYPDOM; SALCAR,NA,NA,NA,NA,NA,XXXXXX,XXXXXX,"Castaneda, Pulido"
C2,5,P067,P067,34_C,34,C,525495.985,2906091.399,9/5/2020,25,29,26,26.66666667,0,Ridge,NA,NA,NA,NA,NA,114,MFGtD,MFGtD,"Castaneda, Pulido"
C2,5,P067,P067,34_E,34,E,525521.8745,2906091.399,9/5/2020,30,31,29,30,191,Ridge,NA,NA,NA,NA,NA,83,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,34_N,34,N,525495.985,2906114.748,9/5/2020,24,25,26,25,193,Ridge,NA,NA,NA,NA,NA,46,MFGx,MFGcS,"Castaneda, Pulido"
C2,5,P067,P067,35_C,35,C,525486.878,2905911.257,9/5/2020,17,17,20,18,0,Transition,NA,NA,NA,NA,NA,28,MFGx,MFBp,"Castaneda, Pulido"
C2,5,P067,P067,35_E,35,E,525514.5349,2905911.257,9/5/2020,20,20,19,19.66666667,0,Transition,NA,NA,NA,NA,NA,26,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,35_N,35,N,525486.878,2905920.187,9/5/2020,23,17,15,18.33333333,0,Transition,NA,NA,NA,NA,NA,14,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,36_C,36,C,525308.8321,2905636.696,9/4/2020,23,20,21,21.33333333,0,Slough,NA,NA,NA,NA,NA,21,MFO,MFO,"Castaneda, Pulido"
C2,5,P067,P067,36_E,36,E,525314.3377,2905636.696,9/4/2020,21,19,20,20,0,Slough,NA,NA,NA,NA,NA,47,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,36_N,36,N,525308.8321,2905645.462,9/4/2020,17,18,17,17.33333333,0,Slough,NA,NA,NA,NA,NA,21,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,38_C,38,C,525428.926,2905616.63,9/4/2020,17,20,20,19,0,Slough,NA,NA,NA,NA,NA,31,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,38_E,38,E,525439.5246,2905616.63,9/4/2020,15,15,15,15,0,Slough,NA,NA,NA,NA,NA,22,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,38_N,38,N,525428.926,2905622.713,9/4/2020,19,17,17,17.66666667,122,Slough,NA,NA,NA,NA,NA,23,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,40_C,40,C,525285.4612,2905558.783,9/4/2020,17,20,19,18.66666667,0,Slough,NA,NA,NA,NA,NA,33,MFGx,MFGr,"Castaneda, Pulido"
C2,5,P067,P067,40_E,40,E,525297.7807,2905558.783,9/4/2020,24,20,17,20.33333333,0,Slough,NA,NA,NA,NA,NA,33,MFGx,MFBp,"Castaneda, Pulido"
C2,5,P067,P067,40_N,40,N,525285.4612,2905576.971,9/4/2020,20,21,20,20.33333333,0,Slough,NA,NA,NA,NA,NA,52,MFO,MFO,"Castaneda, Pulido"
C2,5,P067,P067,41_C,41,C,524536.5336,2906274.766,9/4/2020,29,22,22,24.33333333,0,Ridge,NA,NA,NA,NA,NA,31,MFGx,MFBs-MFGt,"Castaneda, Pulido"
C2,5,P067,P067,41_E,41,E,524543.0032,2906274.766,9/4/2020,20,21,22,21,168,Ridge,NA,NA,NA,NA,NA,35,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,41_N,41,N,524536.5336,2906292.323,9/4/2020,33,32,29,31.33333333,0,Ridge,NA,NA,NA,NA,NA,22,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,42_C,42,C,524570.1718,2906410.151,9/4/2020,22,26,26,24.66666667,0,Slough,NA,NA,NA,NA,NA,47,MFO,MFO,"Castaneda, Pulido"
C2,5,P067,P067,42_E,42,E,524577.4836,2906410.151,9/4/2020,21,22,24,22.33333333,0,Slough,NA,NA,NA,NA,NA,47,MFBs,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,42_N,42,N,524570.1718,2906432.696,9/4/2020,26,24,22,24,0,Slough,NA,NA,NA,NA,NA,42,MFO,MFO,"Castaneda, Pulido"
C2,5,P067,P067,43_C,43,C,524668.277,2906167.68,9/30/2019,10,7,8,8.333333333,0,Transition,NA,NA,NA,NA,NA,24,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,43_E,43,E,524680.271,2906167.68,9/30/2019,16,16,13,15,0,Transition,NA,NA,NA,NA,NA,24,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,43_N,43,N,524668.277,2906201.288,9/30/2019,9,13,13,11.66666667,0,Transition,NA,NA,NA,NA,NA,30,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,44_C,44,C,524428.7005,2906280.821,9/4/2020,25,28,27,26.66666667,0,Ridge,NA,NA,NA,NA,NA,35,MFGx,MFBs,"Castaneda, Pulido"
C2,5,P067,P067,44_E,44,E,524435.8856,2906280.821,9/4/2020,30,29,28,29,0,Ridge,NA,NA,NA,NA,NA,68,MFGx,MFGts,"Castaneda, Pulido"
C2,5,P067,P067,44_N,44,N,524428.7005,2906300.614,9/4/2020,29,29,29,29,0,Ridge,NA,NA,NA,NA,NA,71,MFGx,MFGts,"Castaneda, Pulido"
C2,5,P067,P067,45_C,45,C,524495.6229,2906232.968,9/4/2020,26,24,25,25,0,Transition,NA,NA,NA,NA,NA,38,MFGx,MFGx,"Castaneda, Pulido"
C2,5,P067,P067,45_E,45,E,524502.0566,2906232.968,9/4/2020,21,17,20,19.33333333,0,XXXXXX,NA,NA,NA,NA,NA,175,XXXXXX,XXXXXX,"Castaneda, Pulido"
C2,5,P067,P067,45_N,45,N,524495.6229,2906259.74,9/4/2020,23,23,23,23,0,Ridge,NA,NA,NA,NA,NA,41,MFGx,MFGts,"Castaneda, Pulido"
C2,5,P067,P067,46_C,46,C,524927.324,2906530.369,9/30/2019,2,7,0,3,108,Transition,NA,NA,NA,NA,NA,41,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,46_E,46,E,524951.4552,2906530.369,9/30/2019,4,3,2,3,122,Transition,NA,NA,NA,NA,NA,49,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,46_N,46,N,524927.324,2906542.537,9/30/2019,0,1,0,0.333333333,132,Transition,NA,NA,NA,NA,NA,25,MFBs,MFBs-MFGx,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,49_C,49,C,524806.5703,2906604.496,9/30/2019,13,13,15,13.66666667,0,Ridge,NA,NA,NA,NA,NA,150,MFBs-MFGt,MFBs-MFGt,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,49_E,49,E,524826.6656,2906604.496,9/30/2019,NA,NA,NA,NA,NA,Ridge,NA,NA,NA,NA,NA,NA,MFGt,MFGt,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,49_N,49,N,524806.5703,2906626.069,9/30/2019,10,10,114,44.66666667,0,Ridge,NA,NA,NA,NA,NA,97,MFGe,MFGts,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,50_C,50,C,524851.5776,2906413.8,9/30/2019,8,8,10,8.666666667,0,Ridge,NA,NA,NA,NA,NA,21,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,50_E,50,E,524856.2791,2906413.8,9/30/2019,10,8,9,9,0,Ridge,NA,NA,NA,NA,NA,37,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P067,P067,50_N,50,N,524851.5776,2906423.228,9/30/2019,7,5,6,6,133,Ridge,NA,NA,NA,NA,NA,14,MFBs,MFBs,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,01_C,1,C,534673.3584,2860427.493,9/18/2019,82,88,88,86,182,Transition,NA,NA,NA,NA,NA,164,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,01_E,1,E,534687.6558,2860427.493,9/18/2019,55,54,56,55,176,Transition,NA,NA,NA,NA,NA,154,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,01_N,1,N,534673.3584,2860457.941,9/18/2019,70,71,69,70,0,Transition,NA,NA,NA,NA,NA,152,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,02_C,2,C,534773.5518,2860476.486,9/18/2019,62,60,58,60,200,Ridge,NA,NA,NA,NA,NA,209,MFGc-MFGt,MFGcTS-MFGtS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,02_E,2,E,534780.7229,2860476.486,9/18/2019,56,59,70,61.66666667,230,Ridge,NA,NA,NA,NA,NA,167,MFGt,MFGcTS-MFGtS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,02_N,2,N,534773.5518,2860485.451,9/18/2019,85,61,72,72.66666667,183,Ridge,NA,NA,NA,NA,NA,161,MFGt,MFGtS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,03_C,3,C,534810.2392,2860372.439,9/18/2019,72,71,70,71,0,Slough,NA,NA,NA,NA,NA,177,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,03_E,3,E,534835.1155,2860372.439,9/18/2019,64,65,60,63,180,Transition,NA,NA,NA,NA,NA,189,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,03_N,3,N,534810.2392,2860398.51,9/18/2019,70,68,69,69,0,Slough,NA,NA,NA,NA,NA,172,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,04_C,4,C,534658.6853,2860490.993,9/18/2019,73,70,69,70.66666667,0,Slough,NA,NA,NA,NA,NA,161,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,04_E,4,E,534665.5068,2860490.993,9/18/2019,70,71,69,70,0,Slough,NA,NA,NA,NA,NA,148,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,04_N,4,N,534658.6853,2860499.628,9/18/2019,75,75,70,73.33333333,0,Slough,NA,NA,NA,NA,NA,161,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,05_C,5,C,534580.3654,2860381.388,9/18/2019,72,72,71,71.66666667,0,Slough,NA,NA,NA,NA,NA,137,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,05_E,5,E,534603.8396,2860381.388,9/18/2019,79,80,77,78.66666667,0,Slough,NA,NA,NA,NA,NA,138,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,05_N,5,N,534580.3654,2860393.735,9/18/2019,84,84,85,84.33333333,0,Slough,NA,NA,NA,NA,NA,148,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,08_E,8,E,535212.3808,2860433.501,9/18/2019,53,49,50,50.66666667,197,Transition,NA,NA,NA,NA,NA,152,MFGX,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,11_C,11,C,535458.6916,2860995.779,9/18/2019,88,90,90,89.33333333,0,Slough,NA,NA,NA,NA,NA,143,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,11_E,11,E,535480.1406,2860995.779,9/18/2019,91,90,87,89.33333333,0,Slough,NA,NA,NA,NA,NA,135,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,11_N,11,N,535458.6916,2861004.18,9/18/2019,90,89,88,89,0,Slough,NA,NA,NA,NA,NA,143,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,12_C,12,C,535524.6025,2861114.943,9/18/2019,71,67,71,69.66666667,253,Ridge,NA,NA,NA,NA,NA,167,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,12_E,12,E,535531.2099,2861114.943,9/18/2019,75,68,58,67,200,Ridge,NA,NA,NA,NA,NA,137,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,12_N,12,N,535524.6025,2861127.679,9/18/2019,84,72,90,82,204,Ridge,NA,NA,NA,NA,NA,169,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,13_C,13,C,535564.3696,2860966.182,9/18/2019,90,90,89,89.66666667,0,Slough,NA,NA,NA,NA,NA,144,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,13_E,13,E,535587.1648,2860966.182,9/18/2019,77,79,77,77.66666667,0,Slough,NA,NA,NA,NA,NA,151,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,13_N,13,N,535564.3696,2860991.499,9/18/2019,93,95,92,93.33333333,0,Slough,NA,NA,NA,NA,NA,151,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,14_C,14,C,535345.5887,2861058.89,9/18/2019,89,89,84,87.33333333,0,Slough,NA,NA,NA,NA,NA,137,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,14_E,14,E,535378.4777,2861058.89,9/18/2019,70,69,67,68.66666667,183,Transition,NA,NA,NA,NA,NA,158,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,14_N,14,N,535345.5887,2861081.513,9/18/2019,82,85,84,83.66666667,0,Slough,NA,NA,NA,NA,NA,145,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,15_C,15,C,535370.6336,2860833.74,9/18/2019,52,60,54,55.33333333,230,Ridge,NA,NA,NA,NA,NA,165,MFGc,MFGcTD,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,15_E,15,E,535397.2084,2860833.74,9/18/2019,60,50,53,54.33333333,184,Transition,NA,NA,NA,NA,NA,200,MFFy,MFGx,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,15_N,15,N,535370.6336,2860846.217,9/18/2019,50,49,49,49.33333333,202,Ridge,NA,NA,NA,NA,NA,165,MFGc,MFGcTD,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,16_C,16,C,536235.0652,2860510.172,9/18/2019,98,96,100,98,0,Slough,NA,NA,NA,NA,NA,129,MFFy,MFFy-MFGx,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,16_E,16,E,536262.5009,2860510.172,9/18/2019,90,91,96,92.33333333,145,Slough,NA,NA,NA,NA,NA,154,MFFy,MFFy-MFGx,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,16_N,16,N,536235.0652,2860522.801,9/18/2019,92,94,96,94,0,Slough,NA,NA,NA,NA,NA,139,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,17_C,17,C,536226.8493,2860612.618,9/18/2019,96,98,95,96.33333333,0,Slough,NA,NA,NA,NA,NA,135,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,17_E,17,E,536259.681,2860612.618,9/18/2019,84,73,83,80,192,Transition,NA,NA,NA,NA,NA,164,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,17_N,17,N,536226.8493,2860617.394,9/18/2019,94,96,93,94.33333333,0,Slough,NA,NA,NA,NA,NA,135,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,18_C,18,C,536357.1736,2860372.123,9/18/2019,95,96,98,96.33333333,0,Slough,NA,NA,NA,NA,NA,139,MFO,MFO,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,18_E,18,E,536367.9418,2860372.123,9/18/2019,89,90,90,89.66666667,0,Slough,NA,NA,NA,NA,NA,166,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,18_N,18,N,536357.1736,2860392.497,9/18/2019,70,76,82,76,217,Slough,NA,NA,NA,NA,NA,214,MFGc,MFGcTD,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,19_C,19,C,536114.744,2860569.254,9/18/2019,93,95,98,95.33333333,0,Slough,NA,NA,NA,NA,NA,149,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,19_E,19,E,536126.2589,2860569.254,9/18/2019,81,83,84,82.66666667,0,Slough,NA,NA,NA,NA,NA,149,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,19_N,19,N,536114.744,2860597.773,9/18/2019,79,85,88,84,0,Slough,NA,NA,NA,NA,NA,142,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,20_C,20,C,536174.446,2860337.9,9/18/2019,79,76,74,76.33333333,0,Slough,NA,NA,NA,NA,NA,174,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,20_E,20,E,536202.2526,2860337.9,9/18/2019,96,96,95,95.66666667,0,Slough,NA,NA,NA,NA,NA,134,MFGX,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,20_N,20,N,536174.446,2860345.694,9/18/2019,82,82,80,81.33333333,0,Slough,NA,NA,NA,NA,NA,174,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,26_C,26,C,535099.0815,2861780.756,9/18/2019,90,83,86,86.33333333,236,Ridge,NA,NA,NA,NA,NA,157,MFGc-MFGe,MFGx,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,26_E,26,E,535113.0929,2861780.756,9/18/2019,85,83,88,85.33333333,217,Ridge,NA,NA,NA,NA,NA,153,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,26_N,26,N,535099.0815,2861784.56,9/18/2019,92,89,91,90.66666667,0,Ridge,NA,NA,NA,NA,NA,150,MFFy,MFFy-MFGx,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,27_C,27,C,535108.9277,2861812.529,9/18/2019,88,85,86,86.33333333,0,Slough,NA,NA,NA,NA,NA,158,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,27_E,27,E,535136.703,2861812.529,9/18/2019,72,83,72,75.66666667,188,Transition,NA,NA,NA,NA,NA,233,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,27_N,27,N,535108.9277,2861830.683,9/18/2019,75,79,77,77,206,Ridge,NA,NA,NA,NA,NA,237,MFGc,MFGcTD,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,28_C,28,C,535152.8492,2861751.618,9/18/2019,78,77,74,76.33333333,169,Transition,NA,NA,NA,NA,NA,180,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,28_E,28,E,535184.2637,2861751.618,9/18/2019,94,96,96,95.33333333,0,Slough,NA,NA,NA,NA,NA,157,MFFy,MFGe,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,28_N,28,N,535152.8492,2861774.962,9/18/2019,81,82,83,82,195,Ridge,NA,NA,NA,NA,NA,168,MFGc,MFGcSS,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,29_C,29,C,535033.4865,2861813.094,9/18/2019,86,88,90,88,0,Slough,NA,NA,NA,NA,NA,151,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,29_E,29,E,535060.4474,2861813.094,9/18/2019,96,93,95,94.66666667,0,Slough,NA,NA,NA,NA,NA,175,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,29_N,29,N,535033.4865,2861832.732,9/18/2019,88,87,90,88.33333333,0,Slough,NA,NA,NA,NA,NA,205,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,30_C,30,C,535104.5829,2861650.588,9/18/2019,87,86,85,86,0,Slough,NA,NA,NA,NA,NA,175,MFGY,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,30_E,30,E,535112.6796,2861650.588,9/18/2019,75,73,73,73.66666667,0,Slough,NA,NA,NA,NA,NA,172,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,30_N,30,N,535104.5829,2861668.017,9/18/2019,92,91,89,90.66666667,0,Slough,NA,NA,NA,NA,NA,223,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
C2,5,P068,P068,34_C,34,C,535069.9936,2862526.054,9/16/2019,85,75,76,78.66666667,217,Transition,NA,NA,NA,NA,NA,195,MFGc,MFGcTS,"Castrillon, Castaneda"
C2,5,P068,P068,34_E,34,E,535089.6095,2862526.054,9/16/2019,65,65,82,70.66666667,197,Transition,NA,NA,NA,NA,NA,158,MFGc,MFGcSD,"Castrillon, Castaneda"
C2,5,P068,P068,34_N,34,N,535069.9936,2862558.524,9/16/2019,85,83,77,81.66666667,215,Transition,NA,NA,NA,NA,NA,135,MFGc,MFGcTD,"Castrillon, Castaneda"
C2,5,P068,P068,36_C,36,C,535680.8156,2862241.472,9/16/2019,100,101,106,102.3333333,0,Slough,NA,NA,NA,NA,NA,155,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,36_E,36,E,535715.6766,2862241.472,9/16/2019,85,85,84,84.66666667,0,Slough,NA,NA,NA,NA,NA,169,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,36_N,36,N,535680.8156,2862272.652,9/16/2019,98,97,97,97.33333333,0,Slough,NA,NA,NA,NA,NA,159,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,37_C,37,C,535737.8329,2862428.603,9/16/2019,88,87,87,87.33333333,0,Slough,NA,NA,NA,NA,NA,170,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,37_E,37,E,535763.7332,2862428.603,9/16/2019,100,101,100,100.3333333,0,Slough,NA,NA,NA,NA,NA,126,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,37_N,37,N,535737.8329,2862438.169,9/16/2019,90,91,91,90.66666667,0,Slough,NA,NA,NA,NA,NA,132,MFFy,MFFy-MFGe,"Castrillon, Castaneda"
C2,5,P068,P068,38_C,38,C,535697.9423,2862222.523,9/16/2019,83,89,91,87.66666667,211,Transition,NA,NA,NA,NA,NA,172,MFGc,MFGcTS,"Castrillon, Castaneda"
C2,5,P068,P068,38_E,38,E,535709.3344,2862222.523,9/16/2019,96,92,95,94.33333333,207,Transition,NA,NA,NA,NA,NA,159,MFGX,MFGx,"Castrillon, Castaneda"
C2,5,P068,P068,38_N,38,N,535697.9423,2862232.874,9/16/2019,89,88,88,88.33333333,0,Slough,NA,NA,NA,NA,NA,131,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,39_C,39,C,535547.2866,2862319.43,9/16/2019,103,102,104,103,0,Slough,NA,NA,NA,NA,NA,172,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,39_E,39,E,535577.6883,2862319.43,9/16/2019,97,96,95,96,0,Slough,NA,NA,NA,NA,NA,160,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,39_N,39,N,535547.2866,2862336.805,9/16/2019,90,91,90,90.33333333,0,Slough,NA,NA,NA,NA,NA,166,MFFy,MFFy-MFGe,"Castrillon, Castaneda"
C2,5,P068,P068,40_C,40,C,535702.483,2862077.991,9/16/2019,82,78,83,81,196,Transition,NA,NA,NA,NA,NA,152,MFGc,MFGcSS,"Castrillon, Castaneda"
C2,5,P068,P068,40_E,40,E,535719.3803,2862077.991,9/16/2019,93,92,92,92.33333333,0,Slough,NA,NA,NA,NA,NA,144,MFFy,MFFy,"Castrillon, Castaneda"
C2,5,P068,P068,40_N,40,N,535702.483,2862092.79,9/16/2019,77,85,81,81,188,Transition,"2 Soil depths taken, other measurment is 69",NA,NA,NA,NA,180,MFGc,MFFY,"Castrillon, Castaneda"
C2,5,P068,P068,46_C,46,C,534555.1585,2862852.558,9/18/2019,95,97,98,96.66666667,0,Slough,NA,NA,NA,NA,NA,205,MFFy,MFFy,"Castrillon, Castaneda, Pulido"
