"","PlotID","PSU_Cycle","SPCODE","Cover"
"34311","P02435_E","C2","ELECEL","1"
"34312","P02435_E","C2","UTRPUR","25"
"34313","P02435_N","C2","CLAJAM","5"
"34314","P02435_N","C2","CRIAME","1"
"34315","P02435_N","C2","ELECEL","1"
"34316","P02436_C","C2","AESPRA","5"
"34317","P02436_C","C2","BACCAR","5"
"34318","P02436_C","C2","CLAJAM","10"
"34319","P02436_C","C2","ELECEL","1"
"34320","P02436_C","C2","PANHEM","5"
"34321","P02436_C","C2","PASGEM","1"
"34322","P02436_E","C2","ELECEL","5"
"34323","P02436_E","C2","NYMAQU","5"
"34324","P02436_E","C2","PANHEM","5"
"34325","P02436_E","C2","PASGEM","1"
"34326","P02436_E","C2","UTRFOL","5"
"34327","P02436_N","C2","AESPRA","1"
"34328","P02436_N","C2","CLAJAM","1"
"34329","P02436_N","C2","ELECEL","5"
"34330","P02436_N","C2","NYMAQU","1"
"34331","P02436_N","C2","PANHEM","10"
"34332","P02436_N","C2","PASGEM","1"
"34333","P02437_C","C2","CLAJAM","25"
"34334","P02437_E","C2","ELECEL","5"
"34335","P02437_E","C2","RHYTRA","5"
"34336","P02437_N","C2","CLAJAM","40"
"34337","P02437_N","C2","CRIAME","3"
"34338","P02438_C","C2","BACCAR","1"
"34339","P02438_C","C2","CLAJAM","10"
"34340","P02438_C","C2","PANHEM","1"
"34341","P02438_C","C2","UTRFOL","5"
"34342","P02438_E","C2","ELECEL","10"
"34343","P02438_E","C2","RHYTRA","1"
"34344","P02438_E","C2","SAGLAN","1"
"34345","P02438_N","C2","BACCAR","5"
"34346","P02438_N","C2","CLAJAM","5"
"34347","P02438_N","C2","ELECEL","10"
"34348","P02438_N","C2","PASGEM","1"
"34349","P02438_N","C2","PONCOR","1"
"34350","P02438_N","C2","UTRFOL","1"
"34351","P02439_C","C2","CLAJAM","5"
"34352","P02439_E","C2","BACCAR","5"
"34353","P02439_E","C2","CLAJAM","5"
"34354","P02439_E","C2","PANHEM","10"
"34355","P02439_N","C2","CLAJAM","20"
"34356","P02440_C","C2","CLAJAM","20"
"34357","P02440_C","C2","UTRFOL","5"
"34358","P02440_E","C2","CLAJAM","10"
"34359","P02440_E","C2","UTRFOL","10"
"34360","P02440_E","C2","UTRPUR","1"
"34361","P02440_N","C2","CLAJAM","20"
"34362","P02440_N","C2","UTRPUR","5"
"34363","P02446_C","C2","CLAJAM","20"
"34364","P02446_E","C2","BACCAR","5"
"34365","P02446_E","C2","CLAJAM","20"
"34366","P02446_E","C2","UTRFOL","5"
"34367","P02446_N","C2","CLAJAM","25"
"34368","P02446_N","C2","JUSANG","1"
"34369","P02446_N","C2","UTRFOL","5"
"34370","P02447_C","C2","CLAJAM","45"
"34371","P02447_C","C2","JUSANG","5"
"34372","P02447_E","C2","CLAJAM","20"
"34373","P02447_N","C2","BACCAR","10"
"34374","P02447_N","C2","CLAJAM","20"
"34375","P02447_N","C2","UTRFOL","10"
"34376","P02448_C","C2","CLAJAM","20"
"34377","P02448_C","C2","HYMPAL","10"
"34378","P02448_E","C2","CLAJAM","30"
"34379","P02448_E","C2","CRIAME","10"
"34380","P02448_E","C2","HYMPAL","5"
"34381","P02448_N","C2","CLAJAM","30"
"34382","P02449_C","C2","AESPRA","5"
"34383","P02449_C","C2","BACCAR","1"
"34384","P02449_C","C2","CLAJAM","15"
"34385","P02449_C","C2","PANHEM","5"
"34386","P02449_C","C2","UTRPUR","5"
"34387","P02449_E","C2","CLAJAM","20"
"34388","P02449_E","C2","JUSANG","5"
"34389","P02449_N","C2","BACCAR","1"
"34390","P02449_N","C2","CLAJAM","15"
"34391","P02450_C","C2","AESPRA","5"
"34392","P02450_C","C2","CLAJAM","10"
"34393","P02450_C","C2","ELECEL","5"
"34394","P02450_C","C2","HYMPAL","20"
"34395","P02450_C","C2","PANHEM","1"
"34396","P02450_C","C2","PONCOR","1"
"34397","P02450_C","C2","UTRFOL","20"
"34398","P02450_E","C2","CLAJAM","10"
"34399","P02450_E","C2","HYMPAL","15"
"34400","P02450_N","C2","CLAJAM","30"
"34401","P02450_N","C2","PONCOR","20"
"34402","P02451_C","C2","CLAJAM","10"
"34403","P02451_C","C2","JUSANG","1"
"34404","P02451_E","C2","CLAJAM","15"
"34405","P02451_E","C2","UTRFOL","5"
"34406","P02451_N","C2","CLAJAM","10"
"34407","P02451_N","C2","PANHEM","1"
"34408","P02451_N","C2","UTRPUR","10"
"34409","P02452_C","C2","CLAJAM","10"
"34410","P02452_C","C2","UTRFOL","10"
"34411","P02452_C","C2","UTRPUR","20"
"34412","P02452_E","C2","CLAJAM","10"
"34413","P02452_N","C2","CLAJAM","10"
"34414","P02452_N","C2","UTRFOL","10"
"34415","P02452_N","C2","UTRPUR","10"
"34416","P02453_C","C2","BACCAR","1"
"34417","P02453_C","C2","CLAJAM","15"
"34418","P02453_C","C2","UTRFOL","5"
"34419","P02453_E","C2","BACCAR","1"
"34420","P02453_E","C2","CLAJAM","15"
"34421","P02453_E","C2","UTRFOL","5"
"34422","P02453_N","C2","CLAJAM","10"
"34423","P02453_N","C2","ELECEL","5"
"34424","P02453_N","C2","UTRPUR","5"
"34425","P02454_C","C2","BACCAR","5"
"34426","P02454_C","C2","CLAJAM","20"
"34427","P02454_E","C2","BACCAR","1"
"34428","P02454_E","C2","CLAJAM","15"
"34429","P02454_N","C2","CLAJAM","25"
"34430","P02454_N","C2","PANHEM","1"
"34431","P02455_C","C2","CLAJAM","40"
"34432","P02455_C","C2","UTRPUR","15"
"34433","P02455_E","C2","CLAJAM","10"
"34434","P02455_E","C2","UTRPUR","20"
"34435","P02455_N","C2","CLAJAM","10"
"34436","P02455_N","C2","UTRPUR","20"
"34437","P02456_C","C2","CLAJAM","5"
"34438","P02456_C","C2","UTRPUR","5"
"34439","P02456_E","C2","CLAJAM","5"
"34440","P02456_E","C2","UTRFOL","5"
"34441","P02456_N","C2","CLAJAM","10"
"34442","P02457_C","C2","CLAJAM","20"
"34443","P02457_C","C2","CRIAME","1"
"34444","P02457_E","C2","CLAJAM","10"
"34445","P02457_E","C2","UTRFOL","10"
"34446","P02457_E","C2","UTRPUR","5"
"34447","P02457_N","C2","CLAJAM","20"
"34448","P02458_C","C2","CLAJAM","15"
"34449","P02458_C","C2","UTRPUR","5"
"34450","P02458_E","C2","CLAJAM","10"
"34451","P02458_E","C2","CRIAME","5"
"34452","P02458_E","C2","HYMPAL","1"
"34453","P02458_E","C2","UTRFOL","10"
"34454","P02458_E","C2","UTRPUR","15"
"34455","P02458_N","C2","CLAJAM","5"
"34456","P02458_N","C2","UTRFOL","10"
"34457","P02458_N","C2","UTRPUR","5"
"34458","P02459_C","C2","CLAJAM","10"
"34459","P02459_C","C2","UTRPUR","10"
"34460","P02459_E","C2","CLAJAM","10"
"34461","P02459_E","C2","UTRFOL","10"
"34462","P02459_N","C2","CLAJAM","20"
"34463","P02460_C","C2","CLAJAM","5"
"34464","P02460_C","C2","UTRPUR","20"
"34465","P02460_E","C2","CLAJAM","20"
"34466","P02460_E","C2","UTRPUR","10"
"34467","P02460_N","C2","CLAJAM","10"
"34468","P02460_N","C2","UTRPUR","30"
"34469","P02602_C","C2","ELECEL","10"
"34470","P02602_C","C2","MYRHET","5"
"34471","P02602_C","C2","NYMODO","25"
"34472","P02602_C","C2","PANHEM","1"
"34473","P02602_C","C2","UTRPUR","5"
"34474","P02602_E","C2","CLAJAM","1"
"34475","P02602_E","C2","ELECEL","5"
"34476","P02602_E","C2","NYMAQU","10"
"34477","P02602_N","C2","BACCAR","10"
"34478","P02602_N","C2","ELECEL","10"
"34479","P02602_N","C2","NYMODO","35"
"34480","P02602_N","C2","PANHEM","5"
"34481","P02604_C","C2","BACCAR","20"
"34482","P02604_C","C2","CEPOCC","35"
"34483","P02604_C","C2","CLAJAM","10"
"34484","P02604_C","C2","JUSANG","5"
"34485","P02604_C","C2","PONCOR","5"
"34486","P02604_E","C2","BACCAR","20"
"34487","P02604_E","C2","CEPOCC","5"
"34488","P02604_E","C2","CLAJAM","20"
"34489","P02604_E","C2","JUSANG","1"
"34490","P02604_E","C2","NYMODO","15"
"34491","P02604_E","C2","PELVIR","10"
"34492","P02604_N","C2","BACCAR","15"
"34493","P02604_N","C2","CEPOCC","50"
"34494","P02604_N","C2","CLAJAM","1"
"34495","P02604_N","C2","HYDCOR","10"
"34496","P02604_N","C2","JUSANG","5"
"34497","P02604_N","C2","LEEHEX","1"
"34498","P02604_N","C2","PONCOR","10"
"34499","P02605_C","C2","BACCAR","10"
"34500","P02605_C","C2","CLAJAM","10"
"34501","P02605_C","C2","JUSANG","5"
"34502","P02605_C","C2","UTRFOL","35"
"34503","P02605_E","C2","CEPOCC","5"
"34504","P02605_E","C2","CLAJAM","20"
"34505","P02605_E","C2","JUSANG","1"
"34506","P02605_E","C2","PELVIR","1"
"34507","P02605_E","C2","PONCOR","5"
"34508","P02605_E","C2","SAGLAN","1"
"34509","P02605_N","C2","BACCAR","35"
"34510","P02605_N","C2","CEPOCC","5"
"34511","P02605_N","C2","CLAJAM","15"
"34512","P02605_N","C2","HYDCOR","10"
"34513","P02605_N","C2","JUSANG","5"
"34514","P02607_C","C2","ELECEL","1"
"34515","P02607_C","C2","HYMPAL","5"
"34516","P02607_C","C2","NYMODO","35"
"34517","P02607_E","C2","ELECEL","1"
"34518","P02607_E","C2","HYMPAL","1"
"34519","P02607_E","C2","NYMAQU","5"
"34520","P02607_E","C2","NYMODO","20"
"34521","P02607_N","C2","ELECEL","1"
"34522","P02607_N","C2","NYMODO","50"
"34523","P02608_C","C2","BACCAR","1"
"34524","P02608_C","C2","ELECEL","1"
"34525","P02608_C","C2","HYMPAL","1"
"34526","P02608_C","C2","NYMODO","40"
"34527","P02608_C","C2","PANHEM","1"
"34528","P02608_C","C2","UTRPUR","20"
"34529","P02608_E","C2","BACCAR","5"
"34530","P02608_E","C2","ELECEL","5"
"34531","P02608_E","C2","HYMPAL","5"
"34532","P02608_E","C2","NYMODO","40"
"34533","P02608_E","C2","UTRPUR","15"
"34534","P02608_N","C2","BACCAR","5"
"34535","P02608_N","C2","CLAJAM","15"
"34536","P02608_N","C2","JUSANG","1"
"34537","P02608_N","C2","MYRHET","30"
"34538","P02609_C","C2","CEPOCC","5"
"34539","P02609_C","C2","CLAJAM","30"
"34540","P02609_C","C2","CRIAME","5"
"34541","P02609_C","C2","JUSANG","7"
"34542","P02609_E","C2","CLAJAM","5"
"34543","P02609_E","C2","CRIAME","5"
"34544","P02609_E","C2","HYDCOR","1"
"34545","P02609_E","C2","JUSANG","1"
"34546","P02609_E","C2","PELVIR","10"
"34547","P02609_N","C2","BACCAR","15"
"34548","P02609_N","C2","CLAJAM","30"
"34549","P02609_N","C2","CRIAME","1"
"34550","P02609_N","C2","JUSANG","5"
"34551","P02609_N","C2","UTRFOL","10"
"34552","P02609_N","C2","UTRPUR","10"
"34553","P02610_C","C2","BACCAR","35"
"34554","P02610_C","C2","ELECEL","15"
"34555","P02610_C","C2","HYMPAL","5"
"34556","P02610_C","C2","NYMAQU","10"
"34557","P02610_C","C2","NYMODO","30"
"34558","P02610_C","C2","PANHEM","1"
"34559","P02610_C","C2","TYPDOM","5"
"34560","P02610_E","C2","ELECEL","5"
"34561","P02610_E","C2","HYMPAL","5"
"34562","P02610_E","C2","NYMODO","25"
"34563","P02610_E","C2","UTRPUR","10"
"34564","P02610_N","C2","ELECEL","5"
"34565","P02610_N","C2","HYMPAL","1"
"34566","P02610_N","C2","NYMAQU","10"
"34567","P02610_N","C2","NYMODO","10"
"34568","P02610_N","C2","PANHEM","1"
"34569","P02610_N","C2","UTRFOL","30"
"34570","P02610_N","C2","UTRPUR","10"
"34571","P02612_C","C2","BACCAR","50"
"34572","P02612_C","C2","CLAJAM","10"
"34573","P02612_C","C2","JUSANG","10"
"34574","P02612_C","C2","PONCOR","5"
"34575","P02612_C","C2","UTRPUR","10"
"34576","P02612_E","C2","BACCAR","10"
"34577","P02612_E","C2","CLAJAM","10"
"34578","P02612_E","C2","PONCOR","10"
"34579","P02612_N","C2","AESPRA","5"
"34580","P02612_N","C2","BACCAR","35"
"34581","P02612_N","C2","CLAJAM","20"
"34582","P02612_N","C2","JUSANG","5"
"34583","P02612_N","C2","PELVIR","10"
"34584","P02613_C","C2","CLAJAM","10"
"34585","P02613_C","C2","JUSANG","7"
"34586","P02613_C","C2","PELVIR","10"
"34587","P02613_E","C2","CLAJAM","10"
"34588","P02613_E","C2","CRIAME","5"
"34589","P02613_E","C2","JUSANG","1"
"34590","P02613_N","C2","BACCAR","10"
"34591","P02613_N","C2","BACCAR","5"
"34592","P02613_N","C2","CLAJAM","20"
"34593","P02613_N","C2","JUSANG","5"
"34594","P02616_C","C2","BACCAR","5"
"34595","P02616_C","C2","ELECEL","5"
"34596","P02616_C","C2","HYMPAL","1"
"34597","P02616_C","C2","NYMODO","55"
"34598","P02616_C","C2","PASGEM","1"
"34599","P02616_C","C2","UTRFOL","15"
"34600","P02616_E","C2","ELECEL","10"
"34601","P02616_E","C2","NYMODO","40"
"34602","P02616_E","C2","PASGEM","1"
"34603","P02616_E","C2","UTRPUR","10"
"34604","P02616_N","C2","CLAJAM","25"
"34605","P02616_N","C2","UTRFOL","25"
"34606","P02617_C","C2","CLAJAM","1"
"34607","P02617_C","C2","ELECEL","20"
"34608","P02617_C","C2","NYMODO","30"
"34609","P02617_C","C2","UTRFOL","50"
"34610","P02617_E","C2","ELECEL","1"
"34611","P02617_E","C2","NYMODO","60"
"34612","P02617_E","C2","UTRFOL","20"
"34613","P02617_E","C2","UTRPUR","10"
"34614","P02617_N","C2","CLAJAM","5"
"34615","P02617_N","C2","ELECEL","10"
"34616","P02617_N","C2","NYMODO","55"
"34617","P02617_N","C2","UTRFOL","15"
"34618","P02618_C","C2","CRIAME","5"
"34619","P02618_C","C2","ELECEL","10"
"34620","P02618_C","C2","NYMAQU","15"
"34621","P02618_C","C2","NYMODO","30"
"34622","P02618_C","C2","PANHEM","5"
"34623","P02618_C","C2","UTRFOL","15"
"34624","P02618_E","C2","BACCAR","10"
"34625","P02618_E","C2","CLAJAM","20"
"34626","P02618_E","C2","CRIAME","10"
"34627","P02618_E","C2","JUSANG","1"
"34628","P02618_E","C2","PELVIR","1"
"34629","P02618_N","C2","BACCAR","5"
"34630","P02618_N","C2","CLAJAM","5"
"34631","P02618_N","C2","ELECEL","10"
"34632","P02618_N","C2","HYMPAL","1"
"34633","P02618_N","C2","NYMODO","40"
"34634","P02618_N","C2","PANHEM","1"
"34635","P02619_C","C2","BACCAR","1"
"34636","P02619_C","C2","ELECEL","10"
"34637","P02619_C","C2","HYMPAL","1"
"34638","P02619_C","C2","NYMODO","45"
"34639","P02619_C","C2","PASGEM","1"
"34640","P02619_C","C2","UTRFOL","25"
"34641","P02619_E","C2","CEPOCC","5"
"34642","P02619_E","C2","CLAJAM","20"
"34643","P02619_E","C2","HYDCOR","1"
"34644","P02619_E","C2","PELVIR","1"
"34645","P02619_N","C2","BACCAR","10"
"34646","P02619_N","C2","ELECEL","5"
"34647","P02619_N","C2","HYMPAL","5"
"34648","P02619_N","C2","NYMAQU","5"
"34649","P02619_N","C2","NYMODO","30"
"34650","P02620_C","C2","ELECEL","5"
"34651","P02620_C","C2","HYMPAL","1"
"34652","P02620_C","C2","NYMAQU","10"
"34653","P02620_C","C2","NYMODO","35"
"34654","P02620_C","C2","PANHEM","1"
"34655","P02620_C","C2","PASGEM","1"
"34656","P02620_C","C2","UTRPUR","5"
"34657","P02620_E","C2","CLAJAM","1"
"34658","P02620_E","C2","HYMPAL","5"
"34659","P02620_E","C2","NYMAQU","5"
"34660","P02620_E","C2","NYMODO","20"
"34661","P02620_E","C2","UTRFOL","40"
"34662","P02620_N","C2","ELECEL","10"
"34663","P02620_N","C2","NYMODO","40"
"34664","P02620_N","C2","PANHEM","1"
"34665","P02620_N","C2","UTRFOL","10"
"34666","P02621_C","C2","BACCAR","40"
"34667","P02621_C","C2","ELECEL","5"
"34668","P02621_C","C2","HYMPAL","10"
"34669","P02621_C","C2","JUSANG","1"
"34670","P02621_C","C2","SAGLAN","5"
"34671","P02621_C","C2","UTRPUR","1"
"34672","P02621_E","C2","BACCAR","60"
"34673","P02621_E","C2","ELECEL","5"
"34674","P02621_E","C2","HYMPAL","10"
"34675","P02621_E","C2","NYMAQU","10"
"34676","P02621_E","C2","PANHEM","1"
"34677","P02621_E","C2","UTRPUR","5"
"34678","P02621_N","C2","ELECEL","5"
"34679","P02621_N","C2","ELEELO","15"
"34680","P02621_N","C2","NYMODO","40"
"34681","P02621_N","C2","UTRFOL","10"
"34682","P02621_N","C2","UTRPUR","10"
"34683","P02622_C","C2","BACCAR","5"
"34684","P02622_C","C2","CLAJAM","10"
"34685","P02622_C","C2","ELECEL","5"
"34686","P02622_C","C2","HYMPAL","15"
"34687","P02622_C","C2","PANHEM","5"
"34688","P02622_C","C2","PASGEM","10"
"34689","P02622_C","C2","UTRFOL","10"
"34690","P02622_E","C2","BACCAR","20"
"34691","P02622_E","C2","CLAJAM","10"
"34692","P02622_E","C2","ELECEL","5"
"34693","P02622_E","C2","HYMPAL","15"
"34694","P02622_E","C2","PANHEM","3"
"34695","P02622_E","C2","PASGEM","10"
"34696","P02622_N","C2","CRIAME","10"
"34697","P02622_N","C2","ELECEL","5"
"34698","P02622_N","C2","PANHEM","20"
"34699","P02623_C","C2","BACCAR","1"
"34700","P02623_C","C2","ELECEL","10"
"34701","P02623_C","C2","NYMAQU","10"
"34702","P02623_C","C2","PANHEM","1"
"34703","P02623_E","C2","BACCAR","80"
"34704","P02623_E","C2","CRIAME","5"
"34705","P02623_E","C2","ELECEL","15"
"34706","P02623_E","C2","NYMAQU","5"
"34707","P02623_E","C2","NYMODO","20"
"34708","P02623_E","C2","PANHEM","1"
"34709","P02623_E","C2","PASGEM","1"
"34710","P02623_E","C2","UTRFOL","5"
"34711","P02623_N","C2","BACCAR","10"
"34712","P02623_N","C2","ELECEL","1"
"34713","P02623_N","C2","HYMPAL","10"
"34714","P02623_N","C2","NYMAQU","5"
"34715","P02623_N","C2","PANHEM","1"
"34716","P02623_N","C2","UTRFOL","25"
"34717","P02624_C","C2","XXXXXX",NA
"34718","P02624_E","C2","XXXXXX",NA
"34719","P02624_N","C2","XXXXXX",NA
"34720","P02625_C","C2","CEPOCC","20"
"34721","P02625_C","C2","CLAJAM","20"
"34722","P02625_C","C2","JUSANG","1"
"34723","P02625_C","C2","PANHEM","1"
"34724","P02625_C","C2","PONCOR","5"
"34725","P02625_E","C2","CEPOCC","10"
"34726","P02625_E","C2","CLAJAM","30"
"34727","P02625_E","C2","JUSANG","1"
"34728","P02625_E","C2","PELVIR","1"
"34729","P02625_E","C2","PONCOR","5"
"34730","P02625_N","C2","CEPOCC","20"
"34731","P02625_N","C2","CLAJAM","15"
"34732","P02625_N","C2","LEEHEX","1"
"34733","P02625_N","C2","PONCOR","5"
"34734","P02625_N","C2","TYPDOM","10"
"34735","P02632_C","C2","ELECEL","5"
"34736","P02632_C","C2","NYMODO","50"
"34737","P02632_C","C2","PASGEM","3"
"34738","P02632_C","C2","UTRFOL","10"
"34739","P02632_C","C2","UTRPUR","10"
"34740","P02632_E","C2","BACCAR","5"
"34741","P02632_E","C2","CLAJAM","5"
"34742","P02632_E","C2","NYMODO","30"
"34743","P02632_E","C2","UTRPUR","15"
"34744","P02632_N","C2","ELECEL","5"
"34745","P02632_N","C2","NYMODO","55"
"34746","P02632_N","C2","PANHEM","1"
"34747","P02633_C","C2","ELECEL","5"
"34748","P02633_C","C2","HYMPAL","1"
"34749","P02633_C","C2","NYMODO","30"
"34750","P02633_C","C2","PANHEM","1"
"34751","P02633_E","C2","ELECEL","10"
"34752","P02633_E","C2","NYMAQU","1"
"34753","P02633_E","C2","NYMODO","35"
"34754","P02633_N","C2","ELECEL","10"
"34755","P02633_N","C2","HYMPAL","5"
"34756","P02633_N","C2","NYMAQU","5"
"34757","P02633_N","C2","NYMODO","30"
"34758","P02633_N","C2","PASGEM","1"
"34759","P02633_N","C2","UTRFOL","40"
"34760","P02634_C","C2","BACCAR","1"
"34761","P02634_C","C2","CLAJAM","15"
"34762","P02634_C","C2","JUSANG","1"
"34763","P02634_E","C2","CLAJAM","10"
"34764","P02634_E","C2","CRIAME","5"
"34765","P02634_E","C2","JUSANG","1"
"34766","P02634_E","C2","PANHEM","1"
"34767","P02634_E","C2","PELVIR","5"
"34768","P02634_N","C2","CLAJAM","10"
"34769","P02634_N","C2","JUSANG","1"
"34770","P02636_C","C2","BACCAR","10"
"34771","P02636_C","C2","CLAJAM","10"
"34772","P02636_C","C2","CRIAME","1"
"34773","P02636_C","C2","HYMPAL","10"
"34774","P02636_C","C2","JUSANG","1"
"34775","P02636_C","C2","PANHEM","1"
"34776","P02636_C","C2","PELVIR","1"
"34777","P02636_E","C2","BACCAR","25"
"34778","P02636_E","C2","CLAJAM","15"
"34779","P02636_E","C2","CRIAME","10"
"34780","P02636_E","C2","ELECEL","5"
"34781","P02636_E","C2","HYMPAL","5"
"34782","P02636_E","C2","JUSANG","1"
"34783","P02636_E","C2","NYMODO","10"
"34784","P02636_E","C2","PELVIR","1"
"34785","P02636_N","C2","BACCAR","10"
"34786","P02636_N","C2","CLAJAM","15"
"34787","P02636_N","C2","CRIAME","1"
"34788","P02636_N","C2","ELECEL","10"
"34789","P02636_N","C2","HYMPAL","15"
"34790","P02636_N","C2","UTRFOL","20"
"34791","P02639_C","C2","ELECEL","1"
"34792","P02639_C","C2","NYMAQU","15"
"34793","P02639_C","C2","NYMODO","30"
"34794","P02639_C","C2","PANHEM","5"
"34795","P02639_C","C2","UTRFOL","25"
"34796","P02639_C","C2","UTRPUR","10"
"34797","P02639_E","C2","CLAJAM","20"
"34798","P02639_E","C2","CRIAME","1"
"34799","P02639_E","C2","JUSANG","1"
"34800","P02639_N","C2","ELECEL","1"
"34801","P02639_N","C2","ELEELO","10"
"34802","P02639_N","C2","NYMODO","25"
"34803","P02639_N","C2","PANHEM","1"
"34804","P02639_N","C2","UTRPUR","5"
"34805","P02643_C","C2","BACCAR","30"
"34806","P02643_C","C2","CHARA","5"
"34807","P02643_C","C2","ELECEL","5"
"34808","P02643_C","C2","HYMPAL","1"
"34809","P02643_C","C2","JUSANG","1"
"34810","P02643_C","C2","NYMODO","30"
"34811","P02643_C","C2","PANHEM","1"
"34812","P02643_C","C2","PASGEM","5"
"34813","P02643_E","C2","BACCAR","5"
"34814","P02643_E","C2","ELECEL","1"
"34815","P02643_E","C2","NYMAQU","1"
"34816","P02643_E","C2","NYMODO","30"
"34817","P02643_E","C2","PANHEM","5"
"34818","P02643_E","C2","PASGEM","5"
"34819","P02643_E","C2","UTRPUR","45"
"34820","P02643_N","C2","BACCAR","15"
"34821","P02643_N","C2","ELECEL","10"
"34822","P02643_N","C2","JUSANG","1"
"34823","P02643_N","C2","NYMAQU","10"
"34824","P02643_N","C2","NYMODO","30"
"34825","P02643_N","C2","PASGEM","1"
"34826","P02647_C","C2","ELECEL","5"
"34827","P02647_C","C2","HYMPAL","1"
"34828","P02647_C","C2","NYMODO","25"
"34829","P02647_C","C2","UTRPUR","15"
"34830","P02647_E","C2","ELECEL","1"
"34831","P02647_E","C2","NYMAQU","5"
"34832","P02647_E","C2","NYMODO","50"
"34833","P02647_E","C2","UTRFOL","5"
"34834","P02647_N","C2","ELECEL","1"
"34835","P02647_N","C2","ELEELO","20"
"34836","P02647_N","C2","NYMAQU","15"
"34837","P02647_N","C2","NYMODO","50"
"34838","P02648_C","C2","ELEELO","10"
"34839","P02648_C","C2","NYMODO","50"
"34840","P02648_C","C2","PASGEM","1"
"34841","P02648_E","C2","BACCAR","5"
"34842","P02648_E","C2","CLAJAM","10"
"34843","P02648_E","C2","ELEELO","15"
"34844","P02648_E","C2","NYMODO","20"
"34845","P02648_N","C2","CLAJAM","5"
"34846","P02648_N","C2","ELEELO","30"
"34847","P02648_N","C2","NYMODO","35"
"34848","P02648_N","C2","PASGEM","5"
"34849","P02649_C","C2","CLAJAM","20"
"34850","P02649_E","C2","ELEELO","10"
"34851","P02649_E","C2","HYMPAL","10"
"34852","P02649_E","C2","NYMAQU","10"
"34853","P02649_E","C2","NYMODO","40"
"34854","P02649_E","C2","UTRFOL","10"
"34855","P02649_N","C2","BACCAR","1"
"34856","P02649_N","C2","CLAJAM","20"
"34857","P02649_N","C2","JUSANG","1"
"34858","P02650_C","C2","CLAJAM","35"
"34859","P02650_C","C2","IPOSAG","1"
"34860","P02650_C","C2","JUSANG","10"
"34861","P02650_E","C2","BACCAR","10"
"34862","P02650_E","C2","CLAJAM","15"
"34863","P02650_E","C2","JUSANG","10"
"34864","P02650_E","C2","PELVIR","1"
"34865","P02650_E","C2","UTRFOL","5"
"34866","P02650_N","C2","CLAJAM","25"
"34867","P02650_N","C2","PELVIR","30"
"34868","P02652_C","C2","CEPOCC","20"
"34869","P02652_C","C2","CLAJAM","40"
"34870","P02652_C","C2","JUSANG","1"
"34871","P02652_C","C2","OSMREG","1"
"34872","P02652_C","C2","PONCOR","1"
"34873","P02652_E","C2","CLAJAM","20"
"34874","P02652_E","C2","PONCOR","1"
"34875","P02652_E","C2","UNKTR1","5"
"34876","P02652_N","C2","BACCAR","1"
"34877","P02652_N","C2","BLESER","1"
"34878","P02652_N","C2","CEPOCC","20"
"34879","P02652_N","C2","CLAJAM","30"
"34880","P02652_N","C2","PELVIR","1"
"34881","P02653_C","C2","BACCAR","1"
"34882","P02653_C","C2","ELECEL","5"
"34883","P02653_C","C2","HYMPAL","5"
"34884","P02653_C","C2","NYMODO","20"
"34885","P02653_C","C2","UTRFOL","30"
"34886","P02653_E","C2","BACCAR","5"
"34887","P02653_E","C2","CLAJAM","10"
"34888","P02653_E","C2","CRIAME","5"
"34889","P02653_E","C2","ELEELO","10"
"34890","P02653_E","C2","NYMODO","20"
"34891","P02653_E","C2","PANHEM","1"
"34892","P02653_N","C2","BACCAR","15"
"34893","P02653_N","C2","ELECEL","20"
"34894","P02653_N","C2","HYMPAL","1"
"34895","P02653_N","C2","NYMAQU","5"
"34896","P02653_N","C2","NYMODO","40"
"34897","P02657_C","C2","CLAJAM","30"
"34898","P02657_C","C2","JUSANG","1"
"34899","P02657_C","C2","PELVIR","5"
"34900","P02657_C","C2","TAXDIS","20"
"34901","P02657_E","C2","BACCAR","10"
"34902","P02657_E","C2","ELEELO","20"
"34903","P02657_E","C2","NYMAQU","5"
"34904","P02657_E","C2","NYMODO","20"
"34905","P02657_N","C2","CLAJAM","20"
"34906","P02658_C","C2","XXXXXX",NA
"34907","P02658_E","C2","CEPOCC","10"
"34908","P02658_E","C2","CLAJAM","10"
"34909","P02658_E","C2","HYDCOR","10"
"34910","P02658_E","C2","JUSANG","1"
"34911","P02658_E","C2","PANHEM","1"
"34912","P02658_E","C2","PELVIR","5"
"34913","P02658_E","C2","PONCOR","20"
"34914","P02658_E","C2","TYPDOM","10"
"34915","P02658_N","C2","BLESER","20"
"34916","P02658_N","C2","CEPOCC","15"
"34917","P02658_N","C2","CLAJAM","10"
"34918","P02658_N","C2","JUSANG","3"
"34919","P02658_N","C2","LEEHEX","3"
"34920","P02658_N","C2","PANHEM","5"
"34921","P02658_N","C2","PELVIR","1"
"34922","P02658_N","C2","PONCOR","5"
"34923","P02658_N","C2","TYPDOM","10"
"34924","P02660_C","C2","BACCAR","10"
"34925","P02660_C","C2","CLAJAM","5"
"34926","P02660_C","C2","ELECEL","1"
"34927","P02660_C","C2","ELEELO","15"
"34928","P02660_C","C2","HYMPAL","10"
"34929","P02660_C","C2","LEEHEX","1"
"34930","P02660_C","C2","NYMAQU","5"
"34931","P02660_C","C2","NYMODO","15"
"34932","P02660_C","C2","SAGLAN","10"
